periodo,instituicao,tipo_de_especialidade,doentes_saidos,dias_de_internamento,length_patient,new_var,fonte,multiplicacao,eriodo,year,month,week,weekday,doentes_saidos_lag,dias_de_internamento_lag,doentes_saidos_var,dias_de_internamento_var,cat1,cat2,instituicao1,instituicao2,length_stay_var,tipo_instituicao
2017-09-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Cirurgica,4138,27247,6.6,2,transparencia_sns,112748086,2017-09-01,2017,9,35,sex,3812,24504,326,2743,Muitos doentes,Muitos doentes,"Hospital Espírito Santo de Évora, EPE","Hospital Espírito Santo de Évora, EPE",8.41411042944785,Hospital
2017-09-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Cirurgica,2763,20759,7.5,2,transparencia_sns,57357117,2017-09-01,2017,9,35,sex,2463,18465,300,2294,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Norte Alentejano, EPE","Unidade Local de Saúde do Norte Alentejano, EPE",7.64666666666667,Hospital
2017-09-01,"Instituto Português Oncologia de Coimbra, EPE",Especialidade Cirurgica,2709,18586,6.9,2,transparencia_sns,50349474,2017-09-01,2017,9,35,sex,2462,16807,247,1779,Muitos doentes,Muitos doentes,"Instituto Português Oncologia de Coimbra, EPE","Instituto Português Oncologia de Coimbra, EPE",7.20242914979757,Cancer hospital
2017-09-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Cirurgica,4375,23502,5.4,2,transparencia_sns,102821250,2017-09-01,2017,9,35,sex,3870,20702,505,2800,Muitos doentes,Muitos doentes,"Centro Hospitalar do Médio Ave, EPE","Centro Hospitalar do Médio Ave, EPE",5.54455445544554,Hospital
2017-09-01,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Cirurgica,14569,83562,5.7,2,transparencia_sns,1217414778,2017-09-01,2017,9,35,sex,13041,74910,1528,8652,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Porto, EPE","Centro Hospitalar Universitário do Porto, EPE",5.66230366492147,University
2017-09-01,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",Especialidade Cirurgica,7124,42852,6,2,transparencia_sns,305277648,2017-09-01,2017,9,35,sex,6385,38380,739,4472,Muitos doentes,Muitos doentes,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",6.05142083897158,Hospital
2017-09-01,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Cirurgica,10489,59917,5.7,2,transparencia_sns,628469413,2017-09-01,2017,9,35,sex,9442,53673,1047,6244,Muitos doentes,Muitos doentes,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",5.96370582617001,Hospital
2017-09-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Cirurgica,7364,48483,6.6,2,transparencia_sns,357028812,2017-09-01,2017,9,35,sex,6571,43319,793,5164,Muitos doentes,Muitos doentes,"Hospital da Senhora da Oliveira, Guimarães, EPE","Hospital da Senhora da Oliveira, Guimarães, EPE",6.51197982345523,Hospital
2017-09-01,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Cirurgica,6478,35282,5.4,2,transparencia_sns,228556796,2017-09-01,2017,9,35,sex,5793,31267,685,4015,Muitos doentes,Muitos doentes,"Unidade Local de Saúde de Matosinhos, EPE","Unidade Local de Saúde de Matosinhos, EPE",5.86131386861314,Hospital
2017-10-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,11633,87246,7.5,2,transparencia_sns,1014932718,2017-10-01,2017,10,40,dom,10458,78218,1175,9028,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Algarve,EPE","Centro Hospitalar Universitário do Algarve,EPE",7.68340425531915,University
2017-10-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Cirurgica,3534,22546,6.4,2,transparencia_sns,79677564,2017-10-01,2017,10,40,dom,3210,20221,324,2325,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário Cova da Beira, EPE","Centro Hospitalar Universitário Cova da Beira, EPE",7.17592592592593,University
2017-10-01,Hospital Dr. Francisco Zagalo,Especialidade Cirurgica,307,1458,4.7,2,transparencia_sns,447606,2017-10-01,2017,10,40,dom,270,1307,37,151,Poucos doentes,Pouquissímos doentes,Hospital Dr. Francisco Zagalo,Hospital Dr. Francisco Zagalo,4.08108108108108,Hospital
2017-10-01,"Centro Hospitalar de Setúbal, EPE",Especialidade Cirurgica,5170,33050,6.4,2,transparencia_sns,170868500,2017-10-01,2017,10,40,dom,4656,29649,514,3401,Muitos doentes,Muitos doentes,"Centro Hospitalar de Setúbal, EPE","Centro Hospitalar de Setúbal, EPE",6.61673151750973,Hospital
2017-10-01,"Hospital de Loures, PPP",Especialidade Cirurgica,7466,34415,4.6,2,transparencia_sns,256942390,2017-10-01,2017,10,40,dom,6714,30810,752,3605,Muitos doentes,Muitos doentes,"Hospital de Loures, PPP","Hospital de Loures, PPP",4.79388297872341,Hospital
2017-10-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Cirurgica,4924,26487,5.4,2,transparencia_sns,130421988,2017-10-01,2017,10,40,dom,4375,23502,549,2985,Muitos doentes,Muitos doentes,"Centro Hospitalar do Médio Ave, EPE","Centro Hospitalar do Médio Ave, EPE",5.43715846994536,Hospital
2017-10-01,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Cirurgica,11750,67552,5.7,2,transparencia_sns,793736000,2017-10-01,2017,10,40,dom,10489,59917,1261,7635,Muitos doentes,Muitos doentes,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",6.05471847739889,Hospital
2017-10-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Cirurgica,8282,54731,6.6,2,transparencia_sns,453282142,2017-10-01,2017,10,40,dom,7364,48483,918,6248,Muitos doentes,Muitos doentes,"Hospital da Senhora da Oliveira, Guimarães, EPE","Hospital da Senhora da Oliveira, Guimarães, EPE",6.80610021786492,Hospital
2017-10-01,"Unidade Local de Saúde do Alto Minho, EPE",Especialidade Cirurgica,7552,46842,6.2,2,transparencia_sns,353750784,2017-10-01,2017,10,40,dom,6708,41819,844,5023,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Alto Minho, EPE","Unidade Local de Saúde do Alto Minho, EPE",5.95142180094787,Hospital
2017-11-01,"Hospital de Vila Franca de Xira, PPP",Especialidade Cirurgica,6135,26859,4.4,2,transparencia_sns,164779965,2017-11-01,2017,11,44,qua,5534,24260,601,2599,Muitos doentes,Muitos doentes,"Hospital de Vila Franca de Xira, EPE","Hospital de Vila Franca de Xira, EPE",4.32445923460898,Hospital
2017-11-01,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,10489,63352,6,2,transparencia_sns,664499128,2017-11-01,2017,11,44,qua,9482,57325,1007,6027,Muitos doentes,Muitos doentes,"Hospital Garcia de Orta, EPE","Hospital Garcia de Orta, EPE",5.98510427010924,Hospital
2017-11-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Cirurgica,9176,60451,6.6,2,transparencia_sns,554698376,2017-11-01,2017,11,44,qua,8282,54731,894,5720,Muitos doentes,Muitos doentes,"Hospital da Senhora da Oliveira, Guimarães, EPE","Hospital da Senhora da Oliveira, Guimarães, EPE",6.39821029082774,Hospital
2017-12-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,13718,104994,7.7,2,transparencia_sns,1440307692,2017-12-01,2017,12,48,sex,12789,95874,929,9120,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Algarve,EPE","Centro Hospitalar Universitário do Algarve,EPE",9.81700753498385,University
2017-12-01,Hospital Dr. Francisco Zagalo,Especialidade Cirurgica,352,1595,4.5,2,transparencia_sns,561440,2017-12-01,2017,12,48,sex,327,1523,25,72,Poucos doentes,Pouquissímos doentes,Hospital Dr. Francisco Zagalo,Hospital Dr. Francisco Zagalo,2.88,Hospital
2017-12-01,"Instituto Português Oncologia de Coimbra, EPE",Especialidade Cirurgica,3698,25002,6.8,2,transparencia_sns,92457396,2017-12-01,2017,12,48,sex,3401,23152,297,1850,Muitos doentes,Muitos doentes,"Instituto Português Oncologia de Coimbra, EPE","Instituto Português Oncologia de Coimbra, EPE",6.22895622895623,Cancer hospital
2017-12-01,"Hospital de Loures, PPP",Especialidade Cirurgica,9009,41465,4.6,2,transparencia_sns,373558185,2017-12-01,2017,12,48,sex,8336,38084,673,3381,Muitos doentes,Muitos doentes,"Hospital de Loures, PPP","Hospital de Loures, PPP",5.02377414561664,Hospital
2017-12-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Cirurgica,12344,82145,6.7,2,transparencia_sns,1013997880,2017-12-01,2017,12,48,sex,11301,76074,1043,6071,Muitos doentes,Muitos doentes,"Hospital Professor Doutor Fernando Fonseca, EPE","Hospital Professor Doutor Fernando Fonseca, EPE",5.82070949185043,Hospital
2017-12-01,"Hospital Garcia de Orta, EPE",Especialidade Cirurgica,11366,68731,6,2,transparencia_sns,781196546,2017-12-01,2017,12,48,sex,10489,63352,877,5379,Muitos doentes,Muitos doentes,"Hospital Garcia de Orta, EPE","Hospital Garcia de Orta, EPE",6.13340935005701,Hospital
2017-12-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Cirurgica,10062,66341,6.6,2,transparencia_sns,667523142,2017-12-01,2017,12,48,sex,9176,60451,886,5890,Muitos doentes,Muitos doentes,"Hospital da Senhora da Oliveira, Guimarães, EPE","Hospital da Senhora da Oliveira, Guimarães, EPE",6.64785553047404,Hospital
2017-12-01,"Hospital Santa Maria Maior, EPE",Especialidade Cirurgica,2236,12804,5.7,2,transparencia_sns,28629744,2017-12-01,2017,12,48,sex,2052,11732,184,1072,Muitos doentes,Muitos doentes,"Hospital Santa Maria Maior, EPE","Hospital Santa Maria Maior, EPE",5.82608695652174,Hospital
2017-12-01,"Unidade Local de Saúde do Nordeste, EPE",Especialidade Cirurgica,5082,34609,6.8,2,transparencia_sns,175882938,2017-12-01,2017,12,48,sex,4690,31635,392,2974,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Nordeste, EPE","Unidade Local de Saúde do Nordeste, EPE",7.58673469387755,Hospital
2018-01-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Cirurgica,464,3000,6.5,2,transparencia_sns,1392000,2018-01-01,2018,1,1,seg,,,464,3000,Poucos doentes,Pouquissímos doentes,"Hospital Espírito Santo de Évora, EPE","Hospital Espírito Santo de Évora, EPE",6.46551724137931,Hospital
2018-01-01,Hospital Dr. Francisco Zagalo,Especialidade Cirurgica,38,185,4.9,2,transparencia_sns,7030,2018-01-01,2018,1,1,seg,,,38,185,Poucos doentes,Pouquissímos doentes,Hospital Dr. Francisco Zagalo,Hospital Dr. Francisco Zagalo,4.86842105263158,Hospital
2018-01-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Cirurgica,1035,8593,8.3,2,transparencia_sns,8893755,2018-01-01,2018,1,1,seg,,,1035,8593,Muitos doentes,Muitos doentes,"Centro Hospitalar de Lisboa Ocidental, EPE","Centro Hospitalar de Lisboa Ocidental, EPE",8.3024154589372,Hospital
2018-01-01,"Hospital de Vila Franca de Xira, PPP",Especialidade Cirurgica,551,2448,4.4,2,transparencia_sns,1348848,2018-01-01,2018,1,1,seg,,,551,2448,Poucos doentes,Pouquissímos doentes,"Hospital de Vila Franca de Xira, EPE","Hospital de Vila Franca de Xira, EPE",4.44283121597096,Hospital
2018-01-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Cirurgica,939,6549,7,2,transparencia_sns,6149511,2018-01-01,2018,1,1,seg,,,939,6549,Poucos doentes,Pouquissímos doentes,"Hospital Professor Doutor Fernando Fonseca, EPE","Hospital Professor Doutor Fernando Fonseca, EPE",6.97444089456869,Hospital
2018-01-01,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Cirurgica,1729,9799,5.7,2,transparencia_sns,16942471,2018-01-01,2018,1,1,seg,,,1729,9799,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Porto, EPE","Centro Hospitalar Universitário do Porto, EPE",5.66743782533256,University
2018-01-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Cirurgica,844,4529,5.4,2,transparencia_sns,3822476,2018-01-01,2018,1,1,seg,,,844,4529,Poucos doentes,Pouquissímos doentes,"Centro Hospitalar Tâmega e Sousa, EPE","Centro Hospitalar Tâmega e Sousa, EPE",5.36611374407583,Hospital
2018-02-01,"Unidade Local de Saúde do Baixo Alentejo, EPE",Especialidade Cirurgica,673,4175,6.2,2,transparencia_sns,2809775,2018-02-01,2018,2,5,qui,360,2146,313,2029,Poucos doentes,Pouquissímos doentes,"Unidade Local de Saúde do Baixo Alentejo, EPE","Unidade Local de Saúde do Baixo Alentejo, EPE",6.48242811501597,Hospital
2018-02-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,2092,16834,8,2,transparencia_sns,35216728,2018-02-01,2018,2,5,qui,1088,9061,1004,7773,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Algarve,EPE","Centro Hospitalar Universitário do Algarve,EPE",7.74203187250996,University
2018-02-01,"Centro Hospitalar de Leiria, EPE",Especialidade Cirurgica,1399,8974,6.4,2,transparencia_sns,12554626,2018-02-01,2018,2,5,qui,777,5056,622,3918,Muitos doentes,Muitos doentes,"Centro Hospitalar de Leiria, EPE","Centro Hospitalar de Leiria, EPE",6.29903536977492,Hospital
2018-02-01,"Centro Hospitalar de Setúbal, EPE",Especialidade Cirurgica,930,6157,6.6,2,transparencia_sns,5726010,2018-02-01,2018,2,5,qui,484,3282,446,2875,Poucos doentes,Pouquissímos doentes,"Centro Hospitalar de Setúbal, EPE","Centro Hospitalar de Setúbal, EPE",6.44618834080718,Hospital
2018-02-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Cirurgica,2735,17969,6.6,2,transparencia_sns,49145215,2018-02-01,2018,2,5,qui,1420,9215,1315,8754,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário de Lisboa Norte, EPE","Centro Hospitalar Universitário de Lisboa Norte, EPE",6.65703422053232,University
2018-02-01,"Hospital Distrital de Santarém, EPE",Especialidade Cirurgica,998,6936,6.9,2,transparencia_sns,6922128,2018-02-01,2018,2,5,qui,544,3657,454,3279,Poucos doentes,Pouquissímos doentes,"Hospital Distrital de Santarém, EPE","Hospital Distrital de Santarém, EPE",7.22246696035242,Hospital
2018-02-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Cirurgica,1872,12758,6.8,2,transparencia_sns,23882976,2018-02-01,2018,2,5,qui,939,6549,933,6209,Muitos doentes,Muitos doentes,"Hospital Professor Doutor Fernando Fonseca, EPE","Hospital Professor Doutor Fernando Fonseca, EPE",6.65487674169346,Hospital
2018-02-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Cirurgica,849,5243,6.2,2,transparencia_sns,4451307,2018-02-01,2018,2,5,qui,447,2773,402,2470,Poucos doentes,Pouquissímos doentes,"Instituto Português Oncologia de Lisboa, EPE","Instituto Português Oncologia de Lisboa, EPE",6.14427860696517,Cancer hospital
2018-02-01,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Cirurgica,3253,18880,5.8,2,transparencia_sns,61416640,2018-02-01,2018,2,5,qui,1729,9799,1524,9081,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Porto, EPE","Centro Hospitalar Universitário do Porto, EPE",5.95866141732283,University
2018-03-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Cirurgica,1339,9105,6.8,2,transparencia_sns,12191595,2018-03-01,2018,3,9,qui,882,5865,457,3240,Muitos doentes,Muitos doentes,"Hospital Espírito Santo de Évora, EPE","Hospital Espírito Santo de Évora, EPE",7.08971553610503,Hospital
2018-03-01,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Cirurgica,529,2919,5.5,2,transparencia_sns,1544151,2018-03-01,2018,3,9,qui,344,1813,185,1106,Poucos doentes,Pouquissímos doentes,"Unidade Local de Saúde do Litoral Alentejano, EPE","Unidade Local de Saúde do Litoral Alentejano, EPE",5.97837837837838,Hospital
2018-03-01,"Centro Hospitalar do Baixo Vouga, EPE",Especialidade Cirurgica,2177,11047,5.1,2,transparencia_sns,24049319,2018-03-01,2018,3,9,qui,1442,7419,735,3628,Muitos doentes,Muitos doentes,"Centro Hospitalar do Baixo Vouga, EPE","Centro Hospitalar do Baixo Vouga, EPE",4.93605442176871,Hospital
2018-03-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Cirurgica,1651,10715,6.5,2,transparencia_sns,17690465,2018-03-01,2018,3,9,qui,1081,7151,570,3564,Muitos doentes,Muitos doentes,"Centro Hospitalar Médio Tejo, EPE","Centro Hospitalar Médio Tejo, EPE",6.25263157894737,Hospital
2018-03-01,"Hospital Distrital de Santarém, EPE",Especialidade Cirurgica,1537,10706,7,2,transparencia_sns,16455122,2018-03-01,2018,3,9,qui,998,6936,539,3770,Muitos doentes,Muitos doentes,"Hospital Distrital de Santarém, EPE","Hospital Distrital de Santarém, EPE",6.99443413729128,Hospital
2018-03-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Cirurgica,1373,8294,6,2,transparencia_sns,11387662,2018-03-01,2018,3,9,qui,896,5401,477,2893,Muitos doentes,Muitos doentes,"Centro Hospitalar do Médio Ave, EPE","Centro Hospitalar do Médio Ave, EPE",6.06498951781971,Hospital
2018-03-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Cirurgica,2228,11201,5,2,transparencia_sns,24955828,2018-03-01,2018,3,9,qui,1477,7374,751,3827,Muitos doentes,Muitos doentes,"Centro Hospitalar Entre Douro e Vouga, EPE","Centro Hospitalar Entre Douro e Vouga, EPE",5.09587217043942,Hospital
2018-03-01,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",Especialidade Cirurgica,2327,14726,6.3,2,transparencia_sns,34267402,2018-03-01,2018,3,9,qui,1565,9866,762,4860,Muitos doentes,Muitos doentes,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",6.37795275590551,Hospital
2018-03-01,"Instituto Português Oncologia do Porto, EPE",Especialidade Cirurgica,1612,12397,7.7,2,transparencia_sns,19983964,2018-03-01,2018,3,9,qui,1048,8302,564,4095,Muitos doentes,Muitos doentes,"Instituto Português Oncologia do Porto, EPE","Instituto Português Oncologia do Porto, EPE",7.26063829787234,Cancer hospital
2018-04-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Cirurgica,4346,34764,8,2,transparencia_sns,151084344,2018-04-01,2018,4,14,dom,3252,25766,1094,8998,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Algarve,EPE","Centro Hospitalar Universitário do Algarve,EPE",8.22486288848263,University
2018-04-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Cirurgica,1455,9594,6.6,2,transparencia_sns,13959270,2018-04-01,2018,4,14,dom,1119,7432,336,2162,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário Cova da Beira, EPE","Centro Hospitalar Universitário Cova da Beira, EPE",6.43452380952381,University
2018-04-01,"Centro Hospitalar de Leiria, EPE",Especialidade Cirurgica,2893,17814,6.2,2,transparencia_sns,51535902,2018-04-01,2018,4,14,dom,2134,13332,759,4482,Muitos doentes,Muitos doentes,"Centro Hospitalar de Leiria, EPE","Centro Hospitalar de Leiria, EPE",5.90513833992095,Hospital
2018-04-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Cirurgica,2928,24430,8.3,2,transparencia_sns,71531040,2018-04-01,2018,4,14,dom,2177,18009,751,6421,Muitos doentes,Muitos doentes,"Centro Hospitalar Tondela-Viseu, EPE","Centro Hospitalar Tondela-Viseu, EPE",8.54993342210386,Hospital
2018-04-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Cirurgica,1137,9093,8,2,transparencia_sns,10338741,2018-04-01,2018,4,14,dom,827,6753,310,2340,Muitos doentes,Muitos doentes,"Unidade Local de Saúde da Guarda, EPE","Unidade Local de Saúde da Guarda, EPE",7.54838709677419,Hospital
2018-04-01,"Centro Hospitalar de Setúbal, EPE",Especialidade Cirurgica,1928,12292,6.4,2,transparencia_sns,23698976,2018-04-01,2018,4,14,dom,1433,9387,495,2905,Muitos doentes,Muitos doentes,"Centro Hospitalar de Setúbal, EPE","Centro Hospitalar de Setúbal, EPE",5.86868686868687,Hospital
2018-04-01,"Hospital de Cascais, PPP",Especialidade Cirurgica,2252,11102,4.9,2,transparencia_sns,25001704,2018-04-01,2018,4,14,dom,1674,8201,578,2901,Muitos doentes,Muitos doentes,"Hospital de Cascais, PPP","Hospital de Cascais, PPP",5.01903114186851,Hospital
2018-04-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Cirurgica,1754,10469,6,2,transparencia_sns,18362626,2018-04-01,2018,4,14,dom,1343,7895,411,2574,Muitos doentes,Muitos doentes,"Instituto Português Oncologia de Lisboa, EPE","Instituto Português Oncologia de Lisboa, EPE",6.26277372262774,Cancer hospital
2018-04-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Cirurgica,1830,11592,6.3,2,transparencia_sns,21213360,2018-04-01,2018,4,14,dom,1373,8294,457,3298,Muitos doentes,Muitos doentes,"Centro Hospitalar do Médio Ave, EPE","Centro Hospitalar do Médio Ave, EPE",7.21663019693654,Hospital
2018-04-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Cirurgica,2983,14982,5,2,transparencia_sns,44691306,2018-04-01,2018,4,14,dom,2228,11201,755,3781,Muitos doentes,Muitos doentes,"Centro Hospitalar Entre Douro e Vouga, EPE","Centro Hospitalar Entre Douro e Vouga, EPE",5.00794701986755,Hospital
2018-04-01,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Cirurgica,2624,14159,5.4,2,transparencia_sns,37153216,2018-04-01,2018,4,14,dom,1987,10570,637,3589,Muitos doentes,Muitos doentes,"Unidade Local de Saúde de Matosinhos, EPE","Unidade Local de Saúde de Matosinhos, EPE",5.63422291993721,Hospital
2018-05-01,"Unidade Local de Saúde do Baixo Alentejo, EPE",Especialidade Cirurgica,1658,10705,6.5,2,transparencia_sns,17748890,2018-05-01,2018,5,18,ter,1327,8443,331,2262,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Baixo Alentejo, EPE","Unidade Local de Saúde do Baixo Alentejo, EPE",6.83383685800604,Hospital
2018-05-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Cirurgica,1075,7460,6.9,2,transparencia_sns,8019500,2018-05-01,2018,5,18,ter,864,5762,211,1698,Muitos doentes,Muitos doentes,"Hospital Distrital da Figueira da Foz, EPE","Hospital Distrital da Figueira da Foz, EPE",8.04739336492891,Hospital
2018-05-01,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Cirurgica,2264,14028,6.2,2,transparencia_sns,31759392,2018-05-01,2018,5,18,ter,1792,11097,472,2931,Muitos doentes,Muitos doentes,"Centro Hospitalar Barreiro/Montijo, EPE","Centro Hospitalar Barreiro/Montijo, EPE",6.20974576271186,Hospital
2018-05-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Cirurgica,2153,13171,6.1,2,transparencia_sns,28357163,2018-05-01,2018,5,18,ter,1754,10469,399,2702,Muitos doentes,Muitos doentes,"Instituto Português Oncologia de Lisboa, EPE","Instituto Português Oncologia de Lisboa, EPE",6.7719298245614,Cancer hospital
2018-05-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Cirurgica,2301,14550,6.3,2,transparencia_sns,33479550,2018-05-01,2018,5,18,ter,1830,11592,471,2958,Muitos doentes,Muitos doentes,"Centro Hospitalar do Médio Ave, EPE","Centro Hospitalar do Médio Ave, EPE",6.28025477707006,Hospital
2018-05-01,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Cirurgica,5521,34284,6.2,2,transparencia_sns,189281964,2018-05-01,2018,5,18,ter,4420,27153,1101,7131,Muitos doentes,Muitos doentes,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",6.47683923705722,Hospital
2018-05-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Cirurgica,4325,28896,6.7,2,transparencia_sns,124975200,2018-05-01,2018,5,18,ter,3480,22553,845,6343,Muitos doentes,Muitos doentes,"Hospital da Senhora da Oliveira, Guimarães, EPE","Hospital da Senhora da Oliveira, Guimarães, EPE",7.50650887573965,Hospital
2018-05-01,"Hospital Santa Maria Maior, EPE",Especialidade Cirurgica,935,5111,5.5,2,transparencia_sns,4778785,2018-05-01,2018,5,18,ter,759,4008,176,1103,Poucos doentes,Pouquissímos doentes,"Hospital Santa Maria Maior, EPE","Hospital Santa Maria Maior, EPE",6.26704545454545,Hospital
2018-06-01,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Cirurgica,974,5713,5.9,2,transparencia_sns,5564462,2018-06-01,2018,6,22,sex,821,4768,153,945,Poucos doentes,Pouquissímos doentes,"Unidade Local de Saúde do Litoral Alentejano, EPE","Unidade Local de Saúde do Litoral Alentejano, EPE",6.17647058823529,Hospital
2018-06-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Cirurgica,1765,14379,8.1,2,transparencia_sns,25378935,2018-06-01,2018,6,22,sex,1455,11961,310,2418,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Norte Alentejano, EPE","Unidade Local de Saúde do Norte Alentejano, EPE",7.8,Hospital
2018-06-01,"Hospital de Loures, PPP",Especialidade Cirurgica,4256,19819,4.7,2,transparencia_sns,84349664,2018-06-01,2018,6,22,sex,3541,16353,715,3466,Muitos doentes,Muitos doentes,"Hospital de Loures, PPP","Hospital de Loures, PPP",4.84755244755245,Hospital
2018-06-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Cirurgica,2601,15704,6,2,transparencia_sns,40846104,2018-06-01,2018,6,22,sex,2153,13171,448,2533,Muitos doentes,Muitos doentes,"Instituto Português Oncologia de Lisboa, EPE","Instituto Português Oncologia de Lisboa, EPE",5.65401785714286,Cancer hospital
2018-06-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Cirurgica,5191,27057,5.2,2,transparencia_sns,140452887,2018-06-01,2018,6,22,sex,4240,22377,951,4680,Muitos doentes,Muitos doentes,"Centro Hospitalar Tâmega e Sousa, EPE","Centro Hospitalar Tâmega e Sousa, EPE",4.9211356466877,Hospital
2018-07-01,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Cirurgica,1059,6631,6.3,2,transparencia_sns,7022229,2018-07-01,2018,7,27,dom,974,5713,85,918,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Litoral Alentejano, EPE","Unidade Local de Saúde do Litoral Alentejano, EPE",10.8,Hospital
2018-07-01,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Cirurgica,19051,136922,7.2,2,transparencia_sns,2608501022,2018-07-01,2018,7,27,dom,16446,117577,2605,19345,Muitos doentes,Muitos doentes,"Centro Hospitalar e Universitário de Coimbra, EPE","Centro Hospitalar e Universitário de Coimbra, EPE",7.42610364683301,University
2018-07-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Cirurgica,1471,10186,6.9,2,transparencia_sns,14983606,2018-07-01,2018,7,27,dom,1270,8863,201,1323,Muitos doentes,Muitos doentes,"Hospital Distrital da Figueira da Foz, EPE","Hospital Distrital da Figueira da Foz, EPE",6.58208955223881,Hospital
